NO,개설대학,개설학과,개설전공,"교양영역구분",학정번호,과목명,외국인전용,원격100%,원격50%,사전녹화100%,재직자전형,집중이수제,외국어강의,외국어강의비율(%),신입생 및 1학년 분반,이수구분,인증/연계,주야,학점,시수,담당교수,요일1-일,요일1-시간,요일1-강의실,요일2-일,요일2-시간,요일2-강의실,요일3-일,요일3-시간,요일3-강의실,"비고(1학년은 신입생 및 1학년 분반 정보 참고하여 수강)"
1027 ,전자정보공과대학,전기공학과,공통,,7320-3-1360-01,전력전자공학,,,,,,,,0 ,,전선,,주,3 ,3 ,이준형,월,5 ,비211,수,6 ,비211,,,,
1028 ,전자정보공과대학,전기공학과,공통,,7320-3-1523-01,제어공학1,,,,,,,,0 ,,전선,,주,3 ,3 ,이기백,화,3 ,비211,목,4 ,비211,,,,
1029 ,전자정보공과대학,전기공학과,공통,,7320-3-3102-01,최신전기공학주제탐구,,,,,,,,0 ,,전선,,주,3 ,3 ,이도환,화,5 ,비211,목,6 ,비211,,,,
1030 ,전자정보공과대학,전기공학과,공통,,7320-3-4053-01,전력기기실험,,,,,,,,,,전필,,주,3 ,4 ,송승호,목,"0,1,2",비213,,,,,,,
1031 ,전자정보공과대학,전기공학과,공통,,7320-3-4053-02,전력기기실험,,,,,,,,0 ,,전필,,주,3 ,4 ,이기백,화,"0,1,2",비213,,,,,,,
1032 ,전자정보공과대학,전기공학과,공통,,7320-3-4053-03,전력기기실험,,,,,,,,0 ,,전필,,주,3 ,4 ,이준형,수,"0,1,2",비213,,,,,,,
1033 ,전자정보공과대학,전기공학과,공통,,7320-3-9620-01,반도체및나노공정,,,,,,,,,,전선,,주,3 ,3 ,이태훈,화,4 ,참102,목,3 ,참102,,,,
1034 ,전자정보공과대학,전기공학과,공통,,7320-4-3106-01,전기자동차공학,,,,,,,,,,전선,,주,3 ,3 ,송승호,월,2 ,참B103,수,1 ,참B103,,,,
1035 ,전자정보공과대학,전기공학과,공통,,7320-4-3107-01,인공지능응용,,,Y,,,,,0 ,,전선,,주,3 ,3 ,이기백,화,4 ,비211,목,3 ,비211,,,,
1036 ,전자정보공과대학,전기공학과,공통,,7320-4-4163-01,캡스톤설계,,,,,,,,0 ,,전선,,주,3 ,3 ,이기백,금,"5,6",비213,,,,,,,
1037 ,전자정보공과대학,전기공학과,공통,,7320-4-6245-01,스마트그리드운용,,,,,,,,0 ,,전선,,주,3 ,3 ,차준상,금,"3,4",비211,,,,,,,
1038 ,전자정보공과대학,전기공학과,공통,,7320-4-6348-01,융합소자기술,,,,,,,,0 ,,전선,,주,3 ,3 ,이도환,월,4 ,비211,수,3 ,비211,,,,
1039 ,전자정보공과대학,전기공학과,공통,,7320-4-6903-01,전력경제학,,,,,,,,0 ,,전선,,주,3 ,3 ,허돈,금,"1,2",참B105,,,,,,,
1040 ,전자정보공과대학,전자재료공학과,공통,,7340-1-1436-01,전자재료공학개론,,Y,,Y,,,,0 ,"J3,J4",전선,,주,3 ,3 ,오종민,화,2 ,,목,1 ,,,,,
1041 ,전자정보공과대학,전자재료공학과,공통,,7340-2-0454-01,디지털논리회로2,,,,,,,,0 ,,전선,,주,3 ,3 ,김동욱,월,6 ,비419,수,5 ,비419,,,,
1042 ,전자정보공과대학,전자재료공학과,공통,,7340-2-0575-01,물리전자2,,,,,,,,,,전필,,주,3 ,3 ,김민경,월,1 ,참B103,수,2 ,참B103,,,,
1043 ,전자정보공과대학,전자재료공학과,공통,,7340-2-1412-01,전자기학2,,,,,,,,,,전선,,주,3 ,3 ,이강천,월,3 ,참B105,수,4 ,참B105,,,,
1044 ,전자정보공과대학,전자재료공학과,공통,,7340-2-1996-01,회로이론2,,,Y,,,,영어,50 ,,전선,,주,3 ,3 ,하태준,월,4 ,참B107,,,,,,,
1045 ,전자정보공과대학,전자재료공학과,공통,,7340-2-3587-01,기초회로실험및설계2,,,,,,,,,,전필,,주,3 ,4 ,구상모,화,"5,6,7",비418,,,,,,,
1046 ,전자정보공과대학,전자재료공학과,공통,,7340-2-3587-02,기초회로실험및설계2,,,,,,,,0 ,,전필,,야,3 ,4 ,서영호,화,"8,9,10,11",비418,,,,,,,
1047 ,전자정보공과대학,전자재료공학과,공통,,7340-2-3587-03,기초회로실험및설계2,,,,,,,,,,전필,,주,3 ,4 ,이강천,목,"5,6,7",비418,,,,,,,
1048 ,전자정보공과대학,전자재료공학과,공통,,7340-3-0241-01,광학,,,,,,,,0 ,,전선,,주,3 ,3 ,서영호,화,6 ,비419,목,5 ,비419,,,,
1049 ,전자정보공과대학,전자재료공학과,공통,,7340-3-1464-01,전자회로2,,,,,,,,,,전선,,주,3 ,3 ,고승훈,화,3 ,참105,목,4 ,참105,,,,
1050 ,전자정보공과대학,전자재료공학과,공통,,7340-3-3856-01,진공공학2,,,,,,,,0 ,,전선,,주,3 ,3 ,김진영,수,"1,2",비419,,,,,,,
1051 ,전자정보공과대학,전자재료공학과,공통,,7340-3-4865-01,전자재료물성실험및설계2,,,,,,,영어,50 ,,전필,,주,3 ,4 ,조원주,금,"0,1,2",비418,,,,,,,
1052 ,전자정보공과대학,전자재료공학과,공통,,7340-3-4865-02,전자재료물성실험및설계2,,,,,,,,0 ,,전필,,주,3 ,4 ,하태준,월,"5,6,7",비418,,,,,,,
1053 ,전자정보공과대학,전자재료공학과,공통,,7340-3-4865-03,전자재료물성실험및설계2,,,,,,,영어,50 ,,전필,,주,3 ,4 ,조원주,금,"3,4,5",비418,,,,,,,
1054 ,전자정보공과대학,전자재료공학과,공통,,7340-3-5863-01,반도체소자공학2,,,Y,,,,,,,전선,,주,3 ,3 ,구상모,월,3 ,비419,,,,,,,
1055 ,전자정보공과대학,전자재료공학과,공통,,7340-3-5864-01,재료상평형,,,Y,,,,,0 ,,전선,,주,3 ,3 ,하재근,수,3 ,참103,,,,,,,
1056 ,전자정보공과대학,전자재료공학과,공통,,7340-3-5866-01,반도체공정1,,,,,,,영어,50 ,,전선,,주,3 ,3 ,조원주,화,5 ,참B106,목,6 ,참B106,,,,
1057 ,전자정보공과대학,전자재료공학과,공통,,7340-4-0717-01,분석기기론,,,,,,,,,,전선,,주,3 ,3 ,김민경,월,2 ,참203,수,1 ,참203,,,,
1058 ,전자정보공과대학,전자재료공학과,공통,,7340-4-0834-01,센서공학,,,,,,,,0 ,,전선,,주,3 ,3 ,오종민,화,3 ,비419,목,4 ,비419,,,,
1059 ,전자정보공과대학,전자재료공학과,공통,,7340-4-3835-01,디스플레이공학,,,,,,,,,,전선,,주,3 ,3 ,이강천,월,5 ,참102,수,6 ,참102,,,,
1060 ,전자정보공과대학,전자재료공학과,공통,,7340-4-4165-01,캡스톤설계2,,,,,,,,0 ,,전선,,주,3 ,3 ,하재근,수,"7,8,9,10",비419,,,,,,,
1061 ,전자정보공과대학,전자재료공학과,공통,,7340-4-5010-01,전자재료공정실험및설계2,,,,,,,,0 ,,전선,,야,3 ,4 ,오종민,목,"8,9,10,11",비418,,,,,,,
1062 ,전자정보공과대학,전자융합공학과,공통,,7420-2-0373-01,기초회로실험2,,,,,,,,0 ,,전필,,주,3 ,4 ,박면주,월,"5,6,7",비614,,,,,,,
1063 ,전자정보공과대학,전자융합공학과,공통,,7420-2-0373-02,기초회로실험2,,,,,,,,,,전필,,주,3 ,4 ,김진영,화,"5,6,7",비614,,,,,,,
1064 ,전자정보공과대학,전자융합공학과,공통,,7420-2-0373-03,기초회로실험2,,,,,,,,,,전필,,주,3 ,4 ,이승형,수,"5,6,7",비614,,,,,,,
1065 ,전자정보공과대학,전자융합공학과,공통,,7420-2-1412-01,전자기학2,,,,,,,,,,전선,,주,3 ,3 ,정용식,화,2 ,참B103,목,1 ,참B103,,,,
1066 ,전자정보공과대학,전자융합공학과,공통,,7420-2-1647-01,컴퓨터구조,,,,,,,,0 ,,전선,,주,3 ,3 ,임한상,월,1 ,참B105,수,2 ,참B105,,,,
1067 ,전자정보공과대학,전자융합공학과,공통,,7420-2-1647-02,컴퓨터구조,,,,,,,,0 ,,전선,,주,3 ,3 ,임한상,월,2 ,참B105,수,1 ,참B105,,,,
1068 ,전자정보공과대학,전자융합공학과,공통,,7420-2-1996-01,회로이론2,,,,,,,,0 ,,전선,,주,3 ,3 ,박면주,월,3 ,참102,수,4 ,참102,,,,
1069 ,전자정보공과대학,전자융합공학과,공통,,7420-2-1996-02,회로이론2,,,,,,,,0 ,,전선,,주,3 ,3 ,박면주,월,4 ,참102,수,3 ,참102,,,,
1070 ,전자정보공과대학,전자융합공학과,공통,,7420-2-3100-01,데이터사이언스,,,,,,,,,,전선,,주,3 ,3 ,이승형,화,3 ,참B106,목,4 ,참B106,,,,
1071 ,전자정보공과대학,전자융합공학과,공통,,7420-2-6892-01,반도체소자2,,,,,,,,,,전선,,주,3 ,3 ,김정현,금,"5,6",참B103,,,,,,,
1072 ,전자정보공과대학,전자융합공학과,공통,,7420-3-0458-01,디지털신호처리,,,,,,,,0 ,,전선,,주,3 ,3 ,김형국,월,3 ,비427,수,4 ,비427,,,,
1073 ,전자정보공과대학,전자융합공학과,공통,,7420-3-0466-01,디지털통신,,,,,,,,,,전선,,주,3 ,3 ,선영규,화,4 ,비517,목,3 ,비517,,,,
1074 ,전자정보공과대학,전자융합공학과,공통,,7420-3-1464-01,전자회로2,,,,,,,,,,전선,,주,3 ,3 ,오성욱,금,"3,4",참B107,,,,,,,
1075 ,전자정보공과대학,전자융합공학과,공통,,7420-3-1473-01,전자회로실험2,,,,,,,,,,전필,,주,3 ,4 ,정용식,월,"0,1,2",비614,,,,,,,
1076 ,전자정보공과대학,전자융합공학과,공통,,7420-3-1473-02,전자회로실험2,,,,,,,,0 ,,전필,,주,3 ,4 ,김형국,수,"0,1,2",비614,,,,,,,
1077 ,전자정보공과대학,전자융합공학과,공통,,7420-3-1473-03,전자회로실험2,,,,,,,,0 ,,전필,,주,3 ,4 ,양훈기,목,"0,1,2",비614,,,,,,,
1078 ,전자정보공과대학,전자융합공학과,공통,,7420-3-4179-01,임베디드시스템,,,,,,,,0 ,,전선,,주,3 ,3 ,심준섭,금,"5,6",참102,,,,,,,
1079 ,전자정보공과대학,전자융합공학과,공통,,7420-3-5694-01,경력개발과취업전략,,,,,,,,0 ,,전선,,주,2 ,2 ,김형국,월,"6,7",비517,,,,,,,
1080 ,전자정보공과대학,전자융합공학과,공통,,7420-3-7374-01,융합반도체공정,,,,,,,,,,전선,,주,3 ,3 ,김정현,금,"1,2",참B103,,,,,,,
1081 ,전자정보공과대학,전자융합공학과,공통,,7420-3-8483-01,머신러닝,,,,,,,,,,전선,,주,3 ,3 ,이승형,화,5 ,참B105,목,6 ,참B105,,,,
1082 ,전자정보공과대학,전자융합공학과,공통,,7420-4-4131-01,바이오전자공학,,,,,,,영어,50 ,,전선,,주,3 ,3 ,심준섭,금,"3,4",참102,,,,,,,
1083 ,전자정보공과대학,전자융합공학과,공통,,7420-4-4165-01,캡스톤설계2,,,,,,,,0 ,,전선,,야,3 ,3 ,심준섭,금,"7,8,9",비517,,,,,,,
1084 ,전자정보공과대학,전자융합공학과,공통,,7420-4-6895-01,통신융합시스템,,,,,,,,,,전선,,주,3 ,3 ,김진영,금,"5,6",참B105,,,,,,,
1085 ,전자정보공과대학,전자융합공학과,공통,,7420-4-6896-01,자동차전자,,,,,,,,0 ,,전선,,주,3 ,3 ,임한상,월,4 ,비517,수,3 ,비517,,,,
1086 ,전자정보공과대학,반도체시스템공학부,공통,,7460-1-5032-01,반도체공학개론,,,,,,,,,"T1,T2",전선,,주,3 ,3 ,장재은,화,5 ,비504,목,6 ,비504,,,,
1087 ,전자정보공과대학,반도체시스템공학부,공통,,7460-2-1463-01,전자회로1,,,,,,,영어,100 ,,전선,,주,3 ,3 ,신현철,월,3 ,비504,수,4 ,비504,,,,
1088 ,전자정보공과대학,반도체시스템공학부,공통,,7460-2-2004-01,신호및시스템,,,,,,,영어,100 ,,전선,,주,3 ,3 ,어윤성,화,2 ,비504,목,2 ,비504,,,,
1089 ,전자정보공과대학,반도체시스템공학부,공통,,7460-2-5035-01,반도체소자물리,,,,,,,,,,전선,,주,3 ,3 ,이대석,화,4 ,비504,목,4 ,비504,,,,
1090 ,전자정보공과대학,반도체시스템공학부,공통,,7460-2-5036-01,기초디지털실험,,,,,,,영어,100 ,,전필,,주,3 ,4 ,김종헌,월,"5,6,7",비201,,,,,,,
1091 ,전자정보공과대학,반도체시스템공학부,공통,,7460-2-5036-02,기초디지털실험,,,,,,,영어,100 ,,전필,,주,3 ,4 ,김종헌,화,"5,6,7",비201,,,,,,,
1092 ,전자정보공과대학,반도체시스템공학부,공통,,7460-2-6345-01,HDL및설계,,,,,,,영어,100 ,,전선,,주,3 ,3 ,이준환,월,1 ,참B106,수,2 ,참B106,,,,
1093 ,전자정보공과대학,반도체시스템공학부,공통,,7460-3-0457-01,디지털시스템설계,,,,,,,영어,100 ,,전선,,주,3 ,3 ,이준환,월,3 ,비517,수,4 ,비517,,,,
1094 ,전자정보공과대학,반도체시스템공학부,공통,,7460-3-5043-01,RF및마이크로파공학,,,,,,,영어,50 ,,전선,,주,3 ,3 ,어윤성,화,3 ,비504,목,3 ,비504,,,,
1095 ,전자정보공과대학,반도체시스템공학부,공통,,7460-3-5048-01,메모리반도체공학,,,,,,,,,,전선,,주,3 ,3 ,이대석,월,4 ,비504,수,3 ,비504,,,,
1096 ,전자정보공과대학,반도체시스템공학부,공통,,7460-3-5050-01,전자회로응용실험,,,,,,,영어,100 ,,전필,,주,3 ,4 ,신현철,수,"5,6,7",비201,,,,,,,
1097 ,전자정보공과대학,반도체시스템공학부,공통,,7460-3-8056-01,디지털집적회로설계,,,,,,,,,,전선,,주,3 ,3 ,장재은,화,6 ,비504,목,5 ,비504,,,,
1098 ,정책법학대학,행정학과,공통,,F020-1-1850-01,행정학연습,,,,,,,,,S1,전선,,주,3 ,3 ,,금,"1,2",한울410,,,,,,,
1099 ,정책법학대학,행정학과,공통,,F020-1-6117-01,텍스트로보는행정사,,,Y,,,,,0 ,S1,전선,,주,3 ,3 ,김경동,화,4 ,한울408,목,3 ,,,,,
1100 ,정책법학대학,행정학과,공통,,F020-1-8090-01,Public Administration in Society,,,,,,,영어,50 ,S1,전선,,주,3 ,3 ,한종희,월,2 ,한울310,수,1 ,한울310,,,,
1101 ,정책법학대학,행정학과,공통,,F020-2-1234-01,진로탐색및설계,,Y,,Y,,,,0 ,,전선,,야,1 ,2 ,김경동,화,"8,9",한울408,,,,,,,
1102 ,정책법학대학,행정학과,공통,,F020-2-2813-01,인사행정론,,,,,,,,0 ,,전선,,주,3 ,3 ,박시진,월,3 ,한울408,수,4 ,한울408,,,,
1103 ,정책법학대학,행정학과,공통,,F020-2-4891-01,정부재정론,,,,,,,,0 ,,전선,,주,3 ,3 ,김주찬,월,"1,2",한울408,,,,,,,
1104 ,정책법학대학,행정학과,공통,,F020-2-5000-01,사회과학조사방법론,,,,,,,,0 ,,전필,,주,3 ,3 ,박시진,월,4 ,한울408,수,3 ,한울408,,,,
1105 ,정책법학대학,행정학과,공통,,F020-2-5025-01,사회복지정책론,,,,,,,,0 ,,전선,,주,3 ,3 ,정진경,월,"5,6",한울310,,,,,,,
1106 ,정책법학대학,행정학과,공통,,F020-2-5302-01,제4차산업혁명과위험규제,,,Y,,,,,0 ,,전선,,주,3 ,3 ,이혜영,화,3 ,한울408,목,4 ,,,,,
1107 ,정책법학대학,행정학과,공통,,F020-3-3406-01,재무행정론,,,,,,,,0 ,,전선,,주,3 ,3 ,김경동,화,3 ,한울310,목,4 ,한울310,,,,
1108 ,정책법학대학,행정학과,공통,,F020-3-5694-01,경력개발과취업전략,,,,,,,,0 ,,전선,,주,2 ,2 ,박시진,목,"6,7",한울408,,,,,,,
1109 ,정책법학대학,행정학과,공통,,F020-3-6813-01,AI기반공공데이터분석,,,Y,,,,,0 ,,전선,,주,3 ,3 ,김경동,목,5 ,한울408,,,,,,,
1110 ,정책법학대학,행정학과,공통,,F020-3-8094-01,정책설계와집행,,,,,,,,,,전선,,주,3 ,3 ,서승현,금,"3,4",한울408,,,,,,,
1111 ,정책법학대학,행정학과,공통,,F020-4-4894-01,행정및정책사례세미나,,,,,,,,0 ,,전선,,주,3 ,3 ,김주찬,월,"5,6",한울408,,,,,,,
1112 ,정책법학대학,행정학과,공통,,F020-4-8109-01,행정이슈특강,,,,,,,,,,전선,,주,3 ,3 ,서승현,금,"5,6",한울408,,,,,,,
1113 ,정책법학대학,법학부,공통,,F030-1-0620-01,민법총칙2,,,,,,,,0 ,"L1,L2",전선,,주,3 ,3 ,이춘원,월,1 ,한울503,수,2 ,한울503,,,,
1114 ,정책법학대학,법학부,공통,,F030-1-0620-02,민법총칙2,,,,,,,,,"L1,L2",전선,,주,3 ,3 ,이소은,화,2 ,한울409,목,1 ,한울409,,,,
1115 ,정책법학대학,법학부,공통,,F030-1-0620-03,민법총칙2,,,,,,,,,"L1,L2",전선,,야,3 ,3 ,허준석,월,"7,8,9",한울503,,,,,,,
1116 ,정책법학대학,법학부,공통,,F030-1-4219-01,형법총론1,,,,,,,,,"L1,L2",전필,,주,3 ,3 ,한재경,화,1 ,한울503,목,2 ,한울503,,,,
1117 ,정책법학대학,법학부,공통,,F030-1-4219-02,형법총론1,,,,,,,,,"L1,L2",전필,,주,3 ,3 ,한재경,월,2 ,한울409,수,1 ,한울409,,,,
1118 ,정책법학대학,법학부,공통,,F030-1-4219-03,형법총론1,,,,,,,,,"L1,L2",전필,,주,3 ,3 ,한재경,화,4 ,한울503,목,3 ,한울503,,,,
1119 ,정책법학대학,법학부,공통,,F030-1-6139-01,법률용어론,,,,,,,,0 ,"L1,L2",전선,,주,3 ,3 ,김송옥,월,5 ,한울409,수,6 ,한울409,,,,
1120 ,정책법학대학,법학부,공통,,F030-1-6350-01,국가권력구조론,,,,,,,,0 ,"L1,L2",전선,,주,3 ,3 ,손상식,월,3 ,한울409,수,4 ,한울409,,,,
1121 ,정책법학대학,법학부,공통,,F030-1-6350-02,국가권력구조론,,,,,,,,0 ,"L1,L2",전선,,주,3 ,3 ,손상식,월,4 ,한울409,수,3 ,한울409,,,,
1122 ,정책법학대학,법학부,공통,,F030-1-6350-03,국가권력구조론,,,,,,,,,,전선,,주,3 ,3 ,김정민,화,3 ,한울503,목,4 ,한울503,,,,
1123 ,정책법학대학,법학부,공통,,F030-2-0316-01,국제법2,,,,,,,,0 ,,전선,,주,3 ,3 ,유선봉,금,"3,4",한울409,,,,,,,
1124 ,정책법학대학,법학부,공통,,F030-2-0379-01,노동법2,,,,,,,,,,전선,,주,3 ,3 ,이준희,화,3 ,한울409,목,4 ,한울409,,,,
1125 ,정책법학대학,법학부,공통,,F030-2-1587-01,채권각론,,,,,,,,0 ,,전필,,주,3 ,3 ,이춘원,월,2 ,한울503,수,1 ,한울503,,,,
1126 ,정책법학대학,법학부,공통,,F030-2-1587-02,채권각론,,,,,,,,,,전필,,주,3 ,3 ,이소은,화,1 ,한울409,목,2 ,한울409,,,,
1127 ,정책법학대학,법학부,공통,,F030-2-1837-01,행정구제법,,,,,,,,,,전선,,주,3 ,3 ,정영철,월,3 ,한울503,수,4 ,한울503,,,,
1128 ,정책법학대학,법학부,공통,,F030-2-1837-02,행정구제법,,,,,,,,,,전선,,주,3 ,3 ,정영철,월,4 ,한울503,수,3 ,한울503,,,,
1129 ,정책법학대학,법학부,공통,,F030-2-1893-01,형법각론,,,,,,,,,,전선,,주,3 ,3 ,한재경,월,1 ,한울409,수,2 ,한울409,,,,
1130 ,정책법학대학,법학부,공통,,F030-2-1893-02,형법각론,,,,,,,,,,전선,,주,3 ,3 ,한재경,화,2 ,한울503,목,1 ,한울503,,,,
1131 ,정책법학대학,법학부,공통,,F030-2-3182-01,특허법,,,Y,,,,,,,전선,,주,3 ,3 ,권지현,화,5 ,한울503,목,6 ,한울503,,,,
1132 ,정책법학대학,법학부,공통,,F030-2-3182-02,특허법,,,Y,,,,,,,전선,,주,3 ,3 ,권지현,화,6 ,한울503,목,5 ,한울503,,,,
1133 ,정책법학대학,법학부,공통,,F030-2-4094-01,미디어와법,,,,,,,,0 ,,전선,,주,3 ,3 ,이희옥,금,"1,2",한울409,,,,,,,
1134 ,정책법학대학,법학부,공통,,F030-2-5790-01,"차별,불공정사회와법의기능",,Y,,Y,,,,,,전선,,주,3 ,3 ,이준희,화,"10,11,12",,,,,,,,
1135 ,정책법학대학,법학부,공통,,F030-2-8074-01,보험법,,,,,,,,0 ,,전선,,주,3 ,3 ,조현진,월,4 ,한울B104,수,3 ,한울B104,,,,
1136 ,정책법학대학,법학부,공통,,F030-3-0831-01,세법,,,,,,,,,,전선,,주,3 ,3 ,박규훈,금,"3,4",한울503,,,,,,,
1137 ,정책법학대학,법학부,공통,,F030-3-1838-01,행정법각론,,,,,,,,,,전선,,주,3 ,3 ,정영철,월,5 ,한울503,수,6 ,한울503,,,,
1138 ,정책법학대학,법학부,공통,,F030-3-1899-01,형사정책,,,Y,,,,,,,전선,,주,3 ,3 ,한재경,월,6 ,,수,5 ,한울409,,,,
1139 ,정책법학대학,법학부,공통,,F030-3-1899-02,형사정책,,,,,,,,,,전선,,야,3 ,3 ,한재경,월,"7,8,9",한울409,,,,,,,
1140 ,정책법학대학,법학부,공통,,F030-3-3758-01,인공지능과법,,,,,,,,0 ,,전선,,주,3 ,3 ,윤상필,금,"5,6",한울409,,,,,,,
1141 ,정책법학대학,법학부,공통,,F030-3-3824-01,회사법,,,,,,,,0 ,,전선,,주,3 ,3 ,조현진,월,3 ,한울B104,수,4 ,한울B104,,,,
1142 ,정책법학대학,법학부,공통,,F030-3-3869-01,저작권법,,,,,,,,,,전선,,야,3 ,3 ,전정화,화,"7,8,9",한울503,,,,,,,
1143 ,정책법학대학,법학부,공통,,F030-3-4471-01,노동법판례연구,,,,,,,,0 ,,전선,,주,3 ,3 ,김도환,금,"1,2",한울503,,,,,,,
1144 ,정책법학대학,법학부,공통,,F030-3-4756-01,헌법재판론,,Y,,Y,,,,0 ,,전선,,주,3 ,3 ,손상식,수,"10,11,12",,,,,,,,
1145 ,정책법학대학,법학부,공통,,F030-3-4756-02,헌법재판론,,,,,,,,,,전선,,야,3 ,3 ,김효연,목,"8,9,10",한울503,,,,,,,
1146 ,정책법학대학,법학부,공통,,F030-3-5539-01,영문계약실무크리닉,,,,,,,,,,전선,,주,3 ,3 ,이소은,화,5 ,한울409,목,6 ,한울409,,,,
1147 ,정책법학대학,법학부,공통,,F030-3-5568-01,디자인보호법,,,,,,,,0 ,,전선,,야,3 ,3 ,한정무,수,"7,8,9",한울503,,,,,,,
1148 ,정책법학대학,법학부,공통,,F030-4-0398-01,담보물권법,,,,,,,,0 ,,전선,,주,3 ,3 ,오소정,금,"5,6",한울503,,,,,,,
1149 ,정책법학대학,법학부,공통,,F030-4-3760-01,데이터법이론과실무,,,,,,,,,,전선,,야,3 ,3 ,정원준,수,"7,8,9",한울409,,,,,,,
1150 ,정책법학대학,법학부,공통,,F030-4-5303-01,갈등과교섭의노동법적이해,,,,,,,,,,전선,,주,3 ,3 ,이준희,월,3 ,한울411,수,4 ,한울411,,,,
1151 ,정책법학대학,법학부,공통,,F030-4-6356-01,노동소송및심판제도론,,,,,,,,,,전선,,주,3 ,3 ,이준희,화,4 ,한울409,목,3 ,한울409,,,,
1152 ,정책법학대학,국제학부,공통,,F040-1-4445-01,일본학개론,,,,,,,,,S3,전선,,주,3 ,3 ,최가영,월,4 ,한울310,수,3 ,한울310,,,,
1153 ,정책법학대학,국제학부,공통,,F040-1-5783-01,동북아관계사,,,,,,,,,S3,전필,,주,3 ,3 ,최가영,월,3 ,한울310,수,4 ,한울310,,,,
1154 ,정책법학대학,국제학부,공통,,F040-2-5451-01,일본인과일본문화,,,,,,,,,,전선,,주,3 ,3 ,최가영,목,"5,6",한울504,,,,,,,
1155 ,정책법학대학,국제학부,공통,,F040-2-5638-01,중국정치외교론,,,,,,,,0 ,,전선,,주,3 ,3 ,신상진,화,"1,2",한울407,,,,,,,
1156 ,정책법학대학,국제학부,공통,,F040-2-5639-01,일본정치외교론,,,,,,,,,,전선,,주,3 ,3 ,전진호,화,4 ,한울402,목,3 ,한울402,,,,
1157 ,정책법학대학,국제학부,공통,,F040-3-4473-01,중국연구세미나,,,,,,,,,,전선,,주,3 ,3 ,문경연,월,3 ,한울402,수,4 ,한울402,,,,
1158 ,정책법학대학,국제학부,공통,,F040-3-5694-01,경력개발과취업전략,,,,,,,,,,전선,,주,2 ,2 ,문경연,목,"6,7",한울402,,,,,,,
1159 ,정책법학대학,국제학부,공통,,F040-3-6422-01,중국경영전략과기업사례,,,,,,,,0 ,,전선,,주,3 ,3 ,션지아,화,6 ,한울402,목,5 ,한울402,,,,
1160 ,정책법학대학,국제학부,공통,,F040-3-6573-01,현대중국사회론,,,,,,,,,,전선,,주,3 ,3 ,문경연,월,4 ,한울402,수,3 ,한울402,,,,
1161 ,정책법학대학,국제학부,공통,,F040-3-9227-01,동북아국제관계,,,,,,,,,,전선,,주,3 ,3 ,전진호,화,3 ,한울402,목,4 ,한울402,,,,
1162 ,정책법학대학,국제학부,공통,,F040-3-9231-01,일본시민운동론,,Y,,,,,,0 ,,전선,,주,3 ,3 ,김광열,월,5 ,,수,6 ,,,,,
1163 ,정책법학대학,국제학부,공통,,F040-3-9234-01,중국마케팅전략,,,,,,,,0 ,,전선,,주,3 ,3 ,션지아,화,4 ,한울310,목,3 ,한울310,,,,
1164 ,정책법학대학,국제학부,공통,,F040-4-8578-01,Capstone Design Seminar : 국제관계,,,,,,,영어,100 ,,전선,,주,3 ,3 ,윤이숙,월,"5,6",한울402,,,,,,,
1165 ,정책법학대학,자산관리학과,공통,,F050-4-4474-01,디지털금융론,,,,,Y,,,,,전선,,주,3 ,3 ,윤명옥,토,"5,6",한울409,,,,,,,
1166 ,정책법학대학,자산관리학과,공통,,F050-4-5148-01,증권투자론,,,,,Y,,,,,전선,,야,3 ,3 ,윤명옥,수,"8,9,10",한울402,,,,,,,
1167 ,정책법학대학,자산관리학과,공통,,F050-4-8077-01,해외부동산론,,,Y,,Y,,,0 ,,전선,,야,3 ,3 ,배덕현,화,"8,9,10",한울409,,,,,,,
1168 ,정책법학대학,자산관리학과,공통,,F050-4-9239-01,파산회생법,,,Y,,Y,,,0 ,,전선,,야,3 ,3 ,박동열,목,"8,9,10",한울402,,,,,,,
1169 ,정책법학대학,글로벌지속가능융합학과,공통,,F060-2-6120-01,글로벌모빌리티와지속가능성,,Y,,,,,,,,전선,,주,3 ,3 ,김상연,토,76 ,,,,,,,,
1170 ,정책법학대학,글로벌지속가능융합학과,공통,,F060-2-6812-01,위험사회와글로벌공생,,,Y,,,,,0 ,,전선,,주,1 ,3 ,이혜영,금,6 ,한울310,,,,,,,
1171 ,인공지능융합대학,공통,공통,,I000-1-2957-01,공학설계입문,,,,,,,,0 ,"C1,C2",전선,,주,3 ,3 ,장진곤,화,6 ,참B101,목,5 ,참B101,,,,
1172 ,인공지능융합대학,공통,공통,,I000-1-2957-02,공학설계입문,,,,,,,,0 ,"C4,C5",전선,,주,3 ,3 ,김진환,금,"1,2",새빛301,,,,,,,
1173 ,인공지능융합대학,공통,공통,,I000-1-2957-03,공학설계입문,,,,,,,,,"C4,C5",전선,,주,3 ,3 ,최웅철,월,6 ,새빛301,수,5 ,새빛301,,,,
1174 ,인공지능융합대학,공통,공통,,I000-1-3674-01,창의설계입문,,,,,,,,0 ,"C7,C8",전선,,주,3 ,3 ,신원경,월,2 ,새빛103,수,1 ,새빛103,,,,
1175 ,인공지능융합대학,공통,공통,,I000-1-6241-01,로봇학입문,,,,,,,,,"J5,J6",전선,,주,3 ,3 ,박수한,월,5 ,새빛202,수,6 ,새빛202,,,,
