NO,개설대학,개설학과,개설전공,"교양영역구분",학정번호,과목명,외국인전용,원격100%,원격50%,사전녹화100%,재직자전형,집중이수제,외국어강의,외국어강의비율(%),신입생 및 1학년 분반,이수구분,인증/연계,주야,학점,시수,담당교수,요일1-일,요일1-시간,요일1-강의실,요일2-일,요일2-시간,요일2-강의실,요일3-일,요일3-시간,요일3-강의실,"비고(1학년은 신입생 및 1학년 분반 정보 참고하여 수강)"
1 ,공통,공통,공통,과학과기술,0000-1-0019-01,C프로그래밍,,,,,,,영어,100 ,,교선,,주,3 ,3 ,이롤랜드,월,1 ,연204,수,2 ,연204,,,,
2 ,공통,공통,공통,과학과기술,0000-1-0019-02,C프로그래밍,,,,,,,,,,교선,,주,3 ,3 ,신은영,월,6 ,비502,수,5 ,비502,,,,
3 ,공통,공통,공통,과학과기술,0000-1-0019-03,C프로그래밍,,,,,,,,0 ,,교선,,주,3 ,3 ,박세영,화,5 ,연201,목,6 ,연201,,,,
4 ,공통,공통,공통,과학과기술,0000-1-0019-04,C프로그래밍,,,,,,,,0 ,,교선,,주,3 ,3 ,이도환,화,1 ,비502,목,2 ,비502,,,,
5 ,공통,공통,공통,과학과기술,0000-1-0019-05,C프로그래밍,,,,,,,,0 ,,교선,,주,3 ,3 ,김수영,금,"1,2",비501,,,,,,,
6 ,공통,공통,공통,과학과기술,0000-1-0019-06,C프로그래밍,,,,,,,,0 ,,교선,,주,3 ,3 ,노현아,금,"5,6",비513,,,,,,,
7 ,공통,공통,공통,수리와자연(수학),0000-1-0109-01,경영통계,,,,,,,,0 ,"B1,B2,B3,B4",교선,,주,3 ,3 ,박정수,월,"1,2",누405,,,,,,,
8 ,공통,공통,공통,수리와자연(수학),0000-1-0109-02,경영통계,,,,,,,,0 ,"B1,B2,B3,B4",교선,,주,3 ,3 ,정예숙,수,"1,2",누405,,,,,,,
9 ,공통,공통,공통,인간과철학,0000-1-0221-01,과학철학의이해,,,,,,,,0 ,,교선,,주,3 ,3 ,우호용,금,"3,4",비405,,,,,,,
10 ,공통,공통,공통,대학실용영어,0000-1-0355-01,기초영어회화,Y,,,,,,,,,교선,,주,3 ,3 ,브라이언,월,4 ,기307,수,3 ,기307,,,,
11 ,공통,공통,공통,대학실용영어,0000-1-0355-02,기초영어회화,Y,,,,,,영어,100 ,,교선,,주,3 ,3 ,에이미,화,1 ,기308,목,2 ,기308,,,,
12 ,공통,공통,공통,예술과체육,0000-1-0387-01,농구,,,,,,,,0 ,,교선,,주,2 ,2 ,배종원,월,"1,2",,,,,,,,
13 ,공통,공통,공통,사회와경제,0000-1-0670-01,법과생활,,,,,,,,0 ,,교선,,주,3 ,3 ,배덕현,월,5 ,한울B102,수,6 ,한울B102,,,,
14 ,공통,공통,공통,사회와경제,0000-1-0806-01,생활속의경제,,,,,,,,0 ,,교선,,주,3 ,3 ,이수욱,월,5 ,한울504,수,6 ,한울504,,,,
15 ,공통,공통,공통,사회와경제,0000-1-0806-02,생활속의경제,,,,,,,,,,교선,,주,3 ,3 ,김일식,월,1 ,한울311,수,2 ,한울311,,,,
16 ,공통,공통,공통,예술과체육,0000-1-0898-01,스키,,,,,,,,0 ,,교선,,주,2 ,2 ,박석,화,"5,6",,,,,,,,
17 ,공통,공통,공통,대학실용영어,0000-1-1078-01,영어회화1,,,,,,,,,,교선,,주,3 ,3 ,브라이언,월,3 ,기307,수,4 ,기307,,,,
18 ,공통,공통,공통,대학실용영어,0000-1-1078-02,영어회화1,,,,,,,영어,100 ,,교선,,주,3 ,3 ,에이미,화,2 ,기308,목,1 ,기308,,,,
19 ,공통,공통,공통,대학실용영어,0000-1-1078-03,영어회화1,,,,,,,,,,교선,,주,3 ,3 ,브라이언,화,3 ,기307,목,4 ,기307,,,,
20 ,공통,공통,공통,대학실용영어,0000-1-1078-04,영어회화1,,,,,,,영어,100 ,,교선,,주,3 ,3 ,정지수,월,5 ,한울404,수,6 ,한울404,,,,
21 ,공통,공통,공통,수리와자연(화학),0000-1-1224-01,일반화학및실험2,,,,,,,,,N2,교선,,주,4 ,5 ,손성윤,월,4 ,옥203,수,"3,5,6",옥203,,,,
22 ,공통,공통,공통,수리와자연(화학),0000-1-1224-02,일반화학및실험2,,,,,,,,,N4,교선,,주,4 ,5 ,남연식,화,3 ,옥103,목,"1,2,4",옥103,,,,
23 ,공통,공통,공통,예술과체육,0000-1-1618-01,축구,,,,,,,,0 ,,교선,,주,2 ,2 ,선세영,금,"1,2",,,,,,,,
24 ,공통,공통,공통,예술과체육,0000-1-1618-02,축구,,,,,,,,0 ,,교선,,주,2 ,2 ,선세영,금,"3,4",,,,,,,,
25 ,공통,공통,공통,예술과체육,0000-1-1679-01,탁구,,,,,,,,,,교선,,주,2 ,2 ,박현애,화,"2,3",,,,,,,,
26 ,공통,공통,공통,예술과체육,0000-1-1679-02,탁구,,,,,,,,,,교선,,주,2 ,2 ,박현애,화,"4,5",,,,,,,,
27 ,공통,공통,공통,사회와경제,0000-1-1797-01,한국사회의이해,Y,,,,,,,0 ,,교선,,주,3 ,3 ,여하나,금,"5,6",한울B103,,,,,,,
28 ,공통,공통,공통,예술과체육,0000-1-2238-01,스케이팅,,,,,,,,0 ,,교선,,주,2 ,2 ,정재은,수,"3,4",,,,,,,,
29 ,공통,공통,공통,예술과체육,0000-1-2238-02,스케이팅,,,,,,,,0 ,,교선,,주,2 ,2 ,정재은,수,"5,6",,,,,,,,
30 ,공통,공통,공통,과학과기술,0000-1-2339-01,고급C프로그래밍,,,,,,,영어,50 ,"C7,C8",교선,,주,3 ,3 ,김수환,화,4 ,새빛205,목,3 ,새빛205,,,,
31 ,공통,공통,공통,예술과체육,0000-1-2437-01,연극의이해,,,,,,,,,,교선,,주,3 ,3 ,권영호,금,"1,2",한울504,,,,,,,
32 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-2950-01,초급중국어1,,,,,,,,0 ,,교선,,주,3 ,3 ,곡효운,월,6 ,한울405,수,5 ,한울405,,,,
33 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-2950-02,초급중국어1,,,,,,,,0 ,,교선,,주,3 ,3 ,고영란,화,4 ,기305,목,3 ,기305,,,,
34 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-2950-03,초급중국어1,,,,,,,중국어,50 ,,교선,,주,3 ,3 ,김정인,월,4 ,기305,수,3 ,기305,,,,
35 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-2950-04,초급중국어1,,,,,,,중국어,50 ,,교선,,주,3 ,3 ,김태경,금,"3,4",기305,,,,,,,
36 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-2950-05,초급중국어1,,,,,,,중국어,50 ,,교선,,주,3 ,3 ,이승희,화,3 ,한울405,목,4 ,한울405,,,,
37 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-2950-06,초급중국어1,,,,,,,,,,교선,,주,3 ,3 ,장가원,금,"1,2",기306,,,,,,,
38 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-2950-07,초급중국어1,,,,,,,중국어,50 ,,교선,,주,3 ,3 ,양류,월,5 ,기306,수,6 ,기306,,,,
39 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-2950-08,초급중국어1,,,,,Y,,,,,교선,,주,3 ,3 ,김수정,토,"3,4",한울403,,,,,,,
40 ,공통,공통,공통,인간과철학,0000-1-2959-01,인간존재의이해,,,,,,,,,,교선,,야,3 ,3 ,이지영,목,"7,8,9",한울311,,,,,,,
41 ,공통,공통,공통,인간과철학,0000-1-2959-02,인간존재의이해,,,,,Y,,,0 ,,교선,,주,3 ,3 ,김상연,토,"3,4",한울405,,,,,,,
42 ,공통,공통,공통,사회와경제,0000-1-2982-01,인간심리의이해,,,Y,,,,,,,교선,,주,3 ,3 ,김신우,금,3 ,한울B104,,,,,,,
43 ,공통,공통,공통,사회와경제,0000-1-2982-02,인간심리의이해,,,Y,,,,,,,교선,,주,3 ,3 ,김신우,금,4 ,한울B104,,,,,,,
44 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3039-01,초급중국어2,,,,,,,,0 ,,교선,,주,3 ,3 ,곡효운,월,3 ,한울405,수,4 ,한울405,,,,
45 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3039-02,초급중국어2,,,,,,,중국어,50 ,,교선,,주,3 ,3 ,이승희,화,4 ,한울405,목,3 ,한울405,,,,
46 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3039-03,초급중국어2,,,,,,,,,,교선,,야,3 ,3 ,김수정,월,"7,8,9",한울403,,,,,,,
47 ,공통,공통,공통,대학실용영어,0000-1-3089-01,영상영어번역,,,,,,,,,,교선,,주,3 ,3 ,조성은,화,6 ,기308,목,5 ,기308,,,,
48 ,공통,공통,공통,대학실용영어,0000-1-3089-02,영상영어번역,,,,,,,,0 ,,교선,,주,3 ,3 ,이청호,수,"3,4",한울311,,,,,,,
49 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3090-01,초급일본어생활한자,,,,,,,,0 ,,교선,,주,3 ,3 ,김덕미,화,3 ,한울403,목,4 ,한울403,,,,
50 ,공통,공통,공통,언어와표현,0000-1-3095-01,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,손미영,월,3 ,한울504,수,4 ,한울504,,,,
51 ,공통,공통,공통,언어와표현,0000-1-3095-02,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,손미영,월,4 ,한울504,수,3 ,한울504,,,,
52 ,공통,공통,공통,언어와표현,0000-1-3095-03,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,조영복,화,4 ,한울303,목,3 ,한울303,,,,
53 ,공통,공통,공통,언어와표현,0000-1-3095-04,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,신정은,금,"3,4",기304,,,,,,,
54 ,공통,공통,공통,언어와표현,0000-1-3095-05,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,추선진,월,6 ,한울311,수,5 ,한울311,,,,
55 ,공통,공통,공통,언어와표현,0000-1-3095-06,융합적사고와글쓰기,,,,,,,,,,교선,,주,3 ,3 ,이란,화,2 ,한울203,목,1 ,한울203,,,,
56 ,공통,공통,공통,언어와표현,0000-1-3095-07,융합적사고와글쓰기,,,,,,,,,,교선,,주,3 ,3 ,이혜정,금,"5,6",한울203,,,,,,,
57 ,공통,공통,공통,언어와표현,0000-1-3095-08,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,차선일,월,6 ,비427,수,5 ,비427,,,,
58 ,공통,공통,공통,언어와표현,0000-1-3095-09,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,김승래,월,5 ,옥207,수,6 ,옥207,,,,
59 ,공통,공통,공통,언어와표현,0000-1-3095-10,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,박주원,화,5 ,한울405,목,6 ,한울405,,,,
60 ,공통,공통,공통,언어와표현,0000-1-3095-11,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,전도현,금,"5,6",한울305,,,,,,,
61 ,공통,공통,공통,언어와표현,0000-1-3095-12,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,정우신,금,"5,6",한울403,,,,,,,
62 ,공통,공통,공통,언어와표현,0000-1-3095-13,융합적사고와글쓰기,,,,,,,,,,교선,,주,3 ,3 ,정재훈,월,5 ,비519,수,6 ,비519,,,,
63 ,공통,공통,공통,언어와표현,0000-1-3095-14,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,이은경,금,"1,2",참202,,,,,,,
64 ,공통,공통,공통,언어와표현,0000-1-3095-15,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,김영범,화,4 ,옥206,목,3 ,옥206,,,,
65 ,공통,공통,공통,언어와표현,0000-1-3095-16,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,김문정,화,5 ,한울305,목,6 ,한울305,,,,
66 ,공통,공통,공통,언어와표현,0000-1-3095-17,융합적사고와글쓰기,,,,,,,,0 ,,교선,,주,3 ,3 ,이은란,화,6 ,한울305,목,5 ,한울305,,,,
67 ,공통,공통,공통,언어와표현,0000-1-3095-18,융합적사고와글쓰기,,,,,,,,,,교선,,주,3 ,3 ,김상민,월,3 ,비519,수,4 ,비519,,,,
68 ,공통,공통,공통,언어와표현,0000-1-3095-19,융합적사고와글쓰기,,,,,,,,,,교선,,주,3 ,3 ,신재형,화,2 ,비420,목,1 ,비420,,,,
69 ,공통,공통,공통,언어와표현,0000-1-3095-20,융합적사고와글쓰기,Y,,,,,,,0 ,,교선,,주,3 ,3 ,위수지,월,4 ,비519,수,3 ,비519,,,,
70 ,공통,공통,공통,예술과체육,0000-1-3223-01,골프,,,,,,,,,,교선,,주,2 ,2 ,설수황,금,"3,4",,,,,,,,
71 ,공통,공통,공통,예술과체육,0000-1-3223-02,골프,,,,,,,,,,교선,,주,2 ,2 ,설수황,금,"5,6",,,,,,,,
72 ,공통,공통,공통,대학실용영어,0000-1-3362-01,대학영어,,,,,,,,0 ,,교선,,주,3 ,3 ,손영희,월,4 ,기308,수,3 ,기308,,,,
73 ,공통,공통,공통,대학실용영어,0000-1-3362-02,대학영어,,,,,,,영어,50 ,,교선,,주,3 ,3 ,정지수,월,2 ,한울404,수,1 ,한울404,,,,
74 ,공통,공통,공통,대학실용영어,0000-1-3362-03,대학영어,,,,,,,,0 ,,교선,,주,3 ,3 ,고현아,월,6 ,한울203,수,5 ,한울203,,,,
75 ,공통,공통,공통,대학실용영어,0000-1-3362-04,대학영어,,,,,,,,0 ,,교선,,주,3 ,3 ,김주연,화,4 ,한울403,목,3 ,한울403,,,,
76 ,공통,공통,공통,대학실용영어,0000-1-3362-05,대학영어,,,,,,,,0 ,,교선,,주,3 ,3 ,정관희,금,"3,4",기308,,,,,,,
77 ,공통,공통,공통,대학실용영어,0000-1-3362-06,대학영어,,,,,,,,0 ,,교선,,주,3 ,3 ,유선영,화,2 ,한울305,목,1 ,한울305,,,,
78 ,공통,공통,공통,대학실용영어,0000-1-3362-07,대학영어,,,,,,,,0 ,,교선,,주,3 ,3 ,이종국,월,3 ,옥207,수,4 ,옥207,,,,
79 ,공통,공통,공통,대학실용영어,0000-1-3362-08,대학영어,,,,,,,,0 ,,교선,,주,3 ,3 ,손가현,화,6 ,한울403,목,5 ,한울403,,,,
80 ,공통,공통,공통,대학실용영어,0000-1-3362-09,대학영어,,,,,,,,,,교선,,주,3 ,3 ,목승혜,화,3 ,비405,목,4 ,비405,,,,
81 ,공통,공통,공통,대학실용영어,0000-1-3362-10,대학영어,Y,,,,,,,0 ,,교선,,주,3 ,3 ,김보식,금,"1,2",기308,,,,,,,
82 ,공통,공통,공통,사회와경제,0000-1-3363-01,세계경제의이해,,,,,,,,,,교선,,주,3 ,3 ,김일식,월,2 ,한울311,수,1 ,한울311,,,,
83 ,공통,공통,공통,사회와경제,0000-1-3363-02,세계경제의이해,,,,,Y,,,0 ,,교선,,주,3 ,3 ,이남겸,토,"5,6",한울203,,,,,,,
84 ,공통,공통,공통,과학과기술,0000-1-3403-03,고급프로그래밍,,,,,,,,,,교선,,주,3 ,3 ,정문호,월,6 ,비513,수,5 ,비513,,,,로봇학부 2학년
85 ,공통,공통,공통,수리와자연(물리),0000-1-3414-01,대학물리및실험1,,,,,,,,0 ,,교선,,주,3 ,4 ,정란주,화,2 ,비421,목,"1,2",비421,,,,
86 ,공통,공통,공통,수리와자연(화학),0000-1-3415-01,대학화학및실험1,,,,,,,,0 ,,교선,,주,3 ,4 ,이혜정,월,"2,5",비409,수,1 ,비409,,,,
87 ,공통,공통,공통,수리와자연(화학),0000-1-3415-02,대학화학및실험1,,,,,,,,0 ,,교선,,주,3 ,4 ,사영진,월,3 ,참202,화,1 ,,수,4 ,참202,
88 ,공통,공통,공통,수리와자연(물리),0000-1-3416-01,대학물리및실험2,,,,,,,,,"E7,E8,J1,J2,T1,T2",교선,,주,3 ,4 ,전부일,월,6 ,비421,수,"5,6",비421,,,,
89 ,공통,공통,공통,수리와자연(물리),0000-1-3416-02,대학물리및실험2,,,,,,,,0 ,"E7,E8,J1,J2,T1,T2",교선,,주,3 ,4 ,구제환,화,4 ,비429,목,"3,4",비429,,,,
90 ,공통,공통,공통,수리와자연(물리),0000-1-3416-03,대학물리및실험2,,,,,,,,0 ,"E7,E8,J1,J2,T1,T2",교선,,주,3 ,4 ,구제환,화,6 ,비429,목,"5,6",비429,,,,
91 ,공통,공통,공통,수리와자연(물리),0000-1-3416-04,대학물리및실험2,,,,,,,,0 ,"E7,E8,J1,J2,T1,T2",교선,,주,3 ,4 ,최진성,화,"3,4",비420,목,4 ,비420,,,,
92 ,공통,공통,공통,수리와자연(물리),0000-1-3416-05,대학물리및실험2,,,,,,,,0 ,"E7,E8,J1,J2,T1,T2",교선,,주,3 ,4 ,양우일,화,6 ,비519,목,"5,6",비519,,,,
93 ,공통,공통,공통,수리와자연(물리),0000-1-3416-06,대학물리및실험2,,,,,,,,0 ,"E7,E8,J1,J2,T1,T2",교선,,주,3 ,4 ,정용환,화,"1,2",비429,목,2 ,비429,,,,
94 ,공통,공통,공통,수리와자연(물리),0000-1-3416-07,대학물리및실험2,,,,,,,,0 ,"E7,E8,J1,J2,T1,T2",교선,,주,3 ,4 ,나영호,화,"5,6",비428,목,6 ,비428,,,,
95 ,공통,공통,공통,수리와자연(물리),0000-1-3416-08,대학물리및실험2,Y,,Y,,,,영어,100 ,"T1,T2",교선,,주,3 ,4 ,나젠드라,화,2 ,비427,목,"1,2",비427,,,,
96 ,공통,공통,공통,수리와자연(화학),0000-1-3417-01,대학화학및실험2,,,,,,,,0 ,"K1,K2",교선,,주,3 ,4 ,박세규,월,2 ,비421,수,"1,2",비421,,,,
97 ,공통,공통,공통,수리와자연(화학),0000-1-3417-02,대학화학및실험2,,,Y,,,,,0 ,"K1,K2",교선,,주,3 ,4 ,손희상,월,2 ,옥203,수,"1,2",옥203,,,,
98 ,공통,공통,공통,수리와자연(화학),0000-1-3417-03,대학화학및실험2,,,,,,,,0 ,K3,교선,,주,3 ,4 ,양재규,월,"1,2",비401,수,2 ,비401,,,,
99 ,공통,공통,공통,수리와자연(화학),0000-1-3417-04,대학화학및실험2,,,,,,,,,"T1,T2",교선,,주,3 ,4 ,남연식,월,1 ,옥206,수,"1,2",옥206,,,,
100 ,공통,공통,공통,서울권역e-러닝계열,0000-1-3535-01,미래소비사회와상품,,Y,,Y,,,,,,교선,,주,2 ,2 ,,토,42 ,,,,,,,,
101 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3589-01,독일어1,,,,,,,,0 ,,교선,,주,3 ,3 ,임병화,금,"3,4",기306,,,,,,,
102 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3593-01,초급일본어1,,,,,,,,0 ,,교선,,주,3 ,3 ,이승영,월,3 ,한울403,수,4 ,한울403,,,,
103 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3593-02,초급일본어1,,,,,,,,,,교선,,주,3 ,3 ,후지무라마이,화,1 ,한울203,목,2 ,한울203,,,,
104 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3593-03,초급일본어1,,,,,,,,,,교선,,주,3 ,3 ,후지무라마이,화,3 ,한울203,목,4 ,한울203,,,,
105 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3593-04,초급일본어1,,,,,,,,0 ,,교선,,주,3 ,3 ,김경화,월,4 ,한울305,수,3 ,한울305,,,,
106 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3593-05,초급일본어1,,,,,,,,0 ,,교선,,주,3 ,3 ,정수진,화,6 ,기307,목,5 ,기307,,,,
107 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3593-06,초급일본어1,,,,,,,,0 ,,교선,,주,3 ,3 ,신은화,금,"3,4",기307,,,,,,,
108 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3593-07,초급일본어1,,,,,,,,0 ,,교선,,주,3 ,3 ,이상이,금,"1,2",기307,,,,,,,
109 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3593-08,초급일본어1,,,,,,,,0 ,,교선,,주,3 ,3 ,김미옥,금,"5,6",기307,,,,,,,
110 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3593-09,초급일본어1,,,,,,,,,,교선,,주,3 ,3 ,야마모토미사키,월,2 ,기307,수,1 ,기307,,,,
111 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3593-10,초급일본어1,,,,,Y,,,0 ,,교선,,주,3 ,3 ,임휘준,토,"3,4",한울305,,,,,,,
112 ,공통,공통,공통,대학실용영어,0000-1-3671-01,기초영문법,Y,,,,,,,0 ,,교선,,주,3 ,3 ,손영희,월,2 ,기308,수,1 ,기308,,,,
113 ,공통,공통,공통,수리와자연(수학),0000-1-3675-01,외국인학생을위한기초수학,Y,,,,,,,,,교선,,주,3 ,3 ,최종성,금,"3,4",한울305,,,,,,,
114 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3693-01,독일어2,,,,,,,,0 ,,교선,,주,3 ,3 ,권상희,금,"1,2",기305,,,,,,,
115 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3696-01,초급일본어2,,,,,,,,0 ,,교선,,주,3 ,3 ,이승영,월,5 ,한울405,수,6 ,한울405,,,,
116 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3696-02,초급일본어2,,,,,,,,,,교선,,주,3 ,3 ,최정아,월,6 ,한울305,수,5 ,한울305,,,,
117 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3696-03,초급일본어2,,,,,,,,0 ,,교선,,주,3 ,3 ,이승영,월,2 ,한울403,수,1 ,한울403,,,,
118 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3696-04,초급일본어2,,,,,,,일본어,50 ,,교선,,주,3 ,3 ,이지은,금,"3,4",한울410,,,,,,,
119 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3697-01,프랑스어2,,,,,,,,0 ,,교선,,주,3 ,3 ,허영인,화,3 ,기305,목,4 ,기305,,,,
120 ,공통,공통,공통,글로벌문화와제2외국어,0000-1-3812-01,스페인어1,,,,,,,,,,교선,,주,3 ,3 ,조지 부르고스,금,"5,6",기308,,,,,,,
121 ,공통,공통,공통,예술과체육,0000-1-3814-01,영화의이해,,,,,,,,,,교선,,주,3 ,3 ,레이몬드,화,5 ,한울B101,목,6 ,한울B101,,,,
122 ,공통,공통,공통,예술과체육,0000-1-3814-02,영화의이해,,,,,,,,0 ,,교선,,주,3 ,3 ,유창연,월,1 ,한울B101,수,2 ,한울B101,,,,
123 ,공통,공통,공통,예술과체육,0000-1-3814-03,영화의이해,,,,,,,,,,교선,,야,3 ,3 ,김서영,월,"7,8,9",한울B101,,,,,,,
124 ,공통,공통,공통,인간과철학,0000-1-3919-01,동양의역사,,,,,,,,,,교선,,주,3 ,3 ,박찬근,금,"3,4",비402,,,,,,,
125 ,공통,공통,공통,사회와경제,0000-1-3928-01,성과심리학,,,,,,,,0 ,,교선,,주,3 ,3 ,이정은,금,"1,2",한울311,,,,,,,
126 ,공통,공통,공통,사회와경제,0000-1-3948-01,사회학의이해,,,,,,,,0 ,,교선,,주,3 ,3 ,한세리,금,"3,4",한울311,,,,,,,
127 ,공통,공통,공통,예술과체육,0000-1-4051-01,인간과예술,,,,,,,,,,교선,,주,3 ,3 ,김서영,금,"1,2",한울404,,,,,,,
128 ,공통,공통,공통,사회와경제,0000-1-4061-01,사회봉사2,,,,,,,,0 ,,교선,,야,1 ,2 ,임안나,화,"7,8",한울B101,,,,,,,
129 ,공통,공통,공통,대학실용영어,0000-1-4067-01,기초영작문,,,,,,,,0 ,,교선,,주,3 ,3 ,손영희,월,6 ,기308,수,5 ,기308,,,,
130 ,공통,공통,공통,대학실용영어,0000-1-4067-02,기초영작문,,,,,,,,0 ,,교선,,주,3 ,3 ,이진영,화,5 ,기308,목,6 ,기308,,,,
131 ,공통,공통,공통,과학과기술,0000-1-4099-01,사진편집기술,,,Y,,,,영어,100 ,,교선,,주,3 ,3 ,하마처,목,4 ,기302,,,,,,,
132 ,공통,공통,공통,과학과기술,0000-1-4102-01,블록체인의이해,,,,,,,,0 ,,교선,,주,3 ,3 ,정진우,금,"3,4",비420,,,,,,,
133 ,공통,공통,공통,외국어로서의한국어,0000-1-4120-01,대학한국어,Y,,,,,,,0 ,,교선,,주,3 ,3 ,유혜선,월,2 ,문119,수,1 ,문119,,,,
134 ,공통,공통,공통,외국어로서의한국어,0000-1-4120-02,대학한국어,Y,,,,,,,0 ,,교선,,주,3 ,3 ,김미리,월,1 ,문119,수,2 ,문119,,,,
135 ,공통,공통,공통,외국어로서의한국어,0000-1-4120-03,대학한국어,Y,,,,,,,0 ,,교선,,주,3 ,3 ,이상일,월,2 ,문120,수,1 ,문120,,,,
136 ,공통,공통,공통,사회와경제,0000-1-4282-01,사회과학교양세미나,,,,,,,영어,100 ,,교선,,주,3 ,3 ,하마처,화,4 ,기308,목,3 ,기308,,,,
137 ,공통,공통,공통,사회와경제,0000-1-4282-02,사회과학교양세미나,,,,,,,,,,교선,,야,3 ,3 ,김일식,월,"7,8,9",한울301,,,,,,,
138 ,공통,공통,공통,인간과철학,0000-1-4412-01,심층탐구인간과세계의이해,,Y,,Y,,,,0 ,,교선,,주,1 ,1 ,김영희,토,92 ,,,,,,,,
139 ,공통,공통,공통,인간과철학,0000-1-4413-01,영화로읽는문학,,,,,,,,,,교선,,주,3 ,3 ,임현주,월,6 ,기307,수,5 ,기307,,,,
140 ,공통,공통,공통,사회와경제,0000-1-4415-01,생활속의지식재산권,,,,,,,,,,교선,,주,3 ,3 ,권지현,금,"5,6",한울311,,,,,,,
141 ,공통,공통,공통,예술과체육,0000-1-4418-01,교양음악실기(바이올린),,,,,,,,,,교선,,주,3 ,3 ,임지희,월,"5,6",연1002,,,,,,,
142 ,공통,공통,공통,예술과체육,0000-1-4419-01,교양음악실기(첼로),,,,,,,,0 ,,교선,,주,3 ,3 ,정연재,월,"3,4",연1002,,,,,,,
143 ,공통,공통,공통,예술과체육,0000-1-4421-01,교양음악실기(클라리넷),,,,,,,,0 ,,교선,,주,3 ,3 ,김진규,목,"1,2",연1002,,,,,,,
144 ,공통,공통,공통,예술과체육,0000-1-4422-01,교양음악실기(색소폰),,,,,,,,0 ,,교선,,주,3 ,3 ,노정진,수,"3,4",연1002,,,,,,,
145 ,공통,공통,공통,예술과체육,0000-1-4424-01,교양음악실기(클래식기타),,,,,,,,0 ,,교선,,주,3 ,3 ,유태성,금,"3,4",연1002,,,,,,,
146 ,공통,공통,공통,예술과체육,0000-1-4425-01,교양음악실기(피아노반주테크닉),,,,,,,,,,교선,,주,3 ,3 ,김철수,목,"5,6",연1002,,,,,,,
147 ,공통,공통,공통,수리와자연(수학),0000-1-4625-01,대학수학및연습1,,,Y,,,,,0 ,,교선,,주,3 ,3 ,전성희,월,3 ,비409,,,,,,,
148 ,공통,공통,공통,수리와자연(수학),0000-1-4625-02,대학수학및연습1,,,Y,,,,,0 ,,교선,,주,3 ,3 ,박경은,수,4 ,비409,,,,,,,
149 ,공통,공통,공통,수리와자연(수학),0000-1-4625-03,대학수학및연습1,Y,,Y,,,,영어,100 ,,교선,,주,3 ,3 ,돌지,수,3 ,비409,,,,,,,
150 ,공통,공통,공통,수리와자연(수학),0000-1-4626-01,대학수학및연습2,,,Y,,,,,0 ,"E1,E2,E3,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2",교선,,주,3 ,3 ,유다혜,월,5 ,참202,,,,,,,
